h	一
szshpnz	岖
szshzhz	岠
szshzsp	岈
szsshhh	囬
szsshss	刪
szsszpn	岗
szsszpn	汖
szsszpz	岘
szsphpn	岆
szsphzn	帐
szspphs	岓
szsppzn	岅
szspnps	岕
szspnnz	岑
szspnnz	岒
szspnzp	岎
szspnzp	帉
szspzhh	岄
szspzpp	岉
szspzpn	岚
szspzzs	岇
szsnzpz	帎
szszhpz	兕
szszshz	岜
szszshz	帊
szszpnh	囦
szpspzh	囮
szpnhsh	坔
szpnhsp	财
szpnszh	冏
szpnszh	呇
szpnszh	囧
szpnpzh	囵
szpzpph	囫
szpzzsh	觃
sznhpzh	囥
sznnpnh	図
phhhzhs	针
phhhzhs	钉
phhhzss	钊
phhhzsn	钋
phhhzzs	钌
phhsszh	吿
phhsnzn	迕
phhpnzp	劮
phhzspn	毜
phhzszs	氙
phhzpss	氚
phhzppp	毝
phshhsh	牡
phshszh	告
phshnhz	牤
phshzsz	牠
phshzpn	我
phshzpn	牣
phsszhz	乱
phspnss	利
phspnpn	秂
phspnpz	禿
phspnpz	秃
phspnzp	秀
phspnzn	私
phsnznn	忎
phpnszh	呑
phpnszs	岙
phzznhn	每
pshhspn	佅
pshhzph	佞
pshshsh	佂
pshshpn	兵
pshshzs	邱
pshshzn	佉
pshsshh	佄
pshsshz	伳
pshsszh	估
pshspnh	体
pshszhs	何
pshphsh	佐
pshpsnh	伾
pshpszh	佑
pshpszh	佦
pshpszs	佈
pshnphs	伻
psshhsn	佧
psshszh	佔
pssphpn	攸
psszhhh	伹
psszhhh	但
psszhhs	伸
psszhsh	伷
psszhsh	佃
psszhpn	伿
psszhpn	佒
psszhzh	佀
psszpzh	伵
psphhpn	佚
psphshh	作
pspszhh	伯
pspnspn	伱
pspnszs	佡
pspnnzn	伶
pspzhhs	佣
pspzhzn	低
pspzspn	你
pspzszh	佝
pspznnn	佟
pspzzhz	佨
psnhhsh	住
psnhnph	位
psnhzzn	伭
psnphhs	伴
psnnzhs	佇
psnnzpz	佗
psnznpn	佖
pszhhhs	皁
pszhhhp	身
pszhhhz	皂
pszhhhz	臫
pszhhpz	皀
pszhhpz	皃
pszhhzp	劰
pszhhzn	廹
pszhszh	伺
pszhppz	伲
pszhpzn	兎
pszhzps	佛
pszphzn	伮
pszpszh	伽
pszpszh	佋
pszpszn	佊
pszppnh	囪
pszpznh	囱
psznszh	佁
pphhszs	乕
pphsnzn	近
pphzshz	巵
ppshhsh	彺
ppshzzp	彻
ppspnzn	彸
ppspzzn	役
ppsnhsh	坕
ppsnhzp	彷
pppshpn	辵
ppznnzn	返
pnhhspn	佘
pnhhspn	余
pnhpszs	希
pnhnnph	佥
pnszhpz	兌
pnphspn	釆
pnpnhsh	坐
pnpnszh	谷
pnpzpzn	尦
pnnphsn	寽
pnnpzsh	孚
pnnpzph	妥
pnnpzpp	豸
pnnzszh	含
pnnznss	刢
pnnznzs	邻
pnzphsh	坌
pnzphps	弅
pnzpszs	岔
pzhhhhs	肝
pzhhhhz	肟
pzhhhsh	肚
pzhhhsh	肛
pzhhhsn	肘
pzhhphz	肐
pzhhppp	肜
pzhhpzn	肑
pzhhpzn	肒
pzhhnpn	肞
pzhhnzn	迌
pzhhzsz	肔
pzhhzph	肗
pzhhzpp	肠
pzhhzpn	肕
pzhszhh	凬
pzhnphs	匉
pzhzszs	帋
pzhznzs	邸
pzszhhz	龟
pzszhsh	甸
pzszhpn	奂
pzszhpz	免
pzszhzs	邭
pzszhzp	劬
pzphhsh	狂
pzphspn	狇
pzphszs	犻
pzphpnn	犾
pzphpzn	犹
pzphzsp	犽
pzpszhs	狆
pzpszpn	狈
pzpphsh	狅
pzpnhsn	犿
pzpnhpz	犺
pzpnppn	狄
pzpnzpp	飏
pzpzhhs	角
pzpzhss	删
pzpzshh	狃
pzpzshz	犼
pzpznpz	狁
pzpznzh	鸠
pznhhhs	夆
pznhspn	条
pznhppp	彤
pznpzsn	卵
pznnppn	灸
pznnnhs	斘
pznzszs	岛
pzzhhzs	邹
pzzhzss	刨
pzzhzsz	饨
pzzsnzn	迎
pzzphhz	饩
pzzphsh	饪
pzzphpn	饫
pzzphzp	饬
pzzppzn	饭
pzzpzpn	饮
pzznspn	系
nhhhszh	言
nhhhszh	訁
nhhpznn	冹
nhhzspn	冻
nhshpnn	状
nhszhsh	亩
nhszhpz	况
nhszhzs	亨
nhphhpz	庑
nhphshn	庒
nhphspn	床
nhphszn	庋
nhphzhs	库
nhphzsp	庌
nhphzsz	庉
nhphzpz	庇
nhpspnn	亪
nhppphs	庍
nhppnps	庎
nhppnnz	庈
nhpnhhs	疔
nhpnhsn	対
nhpnhpz	疕
nhpnhzs	疖
nhpnhzs	疗
nhpnhzp	疓
nhpnszh	吝
nhpnppp	彣
nhpnnph	应
nhpnnzn	冷
nhpnnzn	这
nhpnzhp	庐
nhpnzsh	斈
nhpnznn	応
nhpzpnz	乲
nhpznzs	序
nhpznzn	迒
nhnphhs	冸
nhnphhs	竍
nhnphhs	辛
nhnphpz	竌
nhzhspn	杗
nhzhzhz	冺
nhzszhh	肓
nhznhps	弃
nhznszh	冶
nhznznn	忘
nszhhsh	闰
nszhhzs	闱
nszhspn	闲
nszhpzn	闳
nszszhh	间
nsznhpn	闵
nsznhpz	闶
nsznznn	闷
nphhhpz	羌
nphhpss	判
npszhpz	兑
nppnhsh	灴
nppnhsh	灶
nppnhps	灷
nppnszs	灿
nppnphz	灹
nppnpzn	灼
nppnzsz	灺
nppnzpp	炀
npzhzsp	弟
nnhhhhs	沣
nnhhhsh	汪
nnhhhps	汧
nnhhhps	汫
nnhhhpz	沅
nnhhhzn	沄
nnhhspn	沐
nnhhszs	沛
nnhhszs	沞
nnhhszn	汥
nnhhszz	沔
nnhhpnn	汰
nnhhpnn	汱
nnhhpnz	沤
nnhhpzp	沥
nnhhpzn	汯
nnhhpzn	沋
nnhhzhz	洰
nnhhzsz	沌
nnhhzpz	沘
nnhhzzh	沍
nnhhzzp	沏
nnhshsh	沚
nnhspnp	沙
nnhszhh	汨
nnhszhh	汩
nnhszhs	沖
nnhszpn	汭
nnhphhs	汻
nnhphhs	汼
nnhphhz	汽
nnhphpn	沃
nnhpshz	沜
nnhpspz	沎
nnhpphs	沂
nnhppsn	沠
nnhppzn	汳
nnhpnpz	沦
nnhpnnz	汵
nnhpnzs	汹
nnhpnzp	汾
nnhpnzn	泛
nnhpnzz	沧
nnhpzhz	汦
nnhpzsp	泲
nnhpzpp	沕
nnhpzpn	沨
nnhpznh	汮
nnhpzzn	沒
nnhpzzn	沟
nnhpzzn	没
nnhnhsn	汴
nnhnhpn	汶
nnhnhpz	沆
nnhnhzp	汸
nnhnpzn	沩
nnhnzhp	沪
nnhnzpz	沈
nnhnzpz	沉
nnhnznn	沁
nnhzhpn	決
nnhzhpn	沢
nnhzshh	沑
nnhzszp	泐
nnhznpn	泤
nnhznpz	沇
nnhznzs	汿
nnshhsh	忹
nnshhpz	忨
nnshhpz	怃
nnshhzn	忶
nnshszn	忮
nnshpsn	怀
nnshpnn	忲
nnshpnz	怄
nnshpzn	忧
nnshzhz	怇
nnshzsz	忳
nnsszhs	忡
nnsphhs	忤
nnsphhz	忾
nnsphzn	怅
nnspphs	忻
nnspnps	忦
nnspnnz	忴
nnspnzs	忷
nnspnzn	忪
nnspnzz	怆
nnspzhs	忰
nnspzhz	忯
nnspzpn	忺
nnsnhsn	忭
nnsnhpn	忟
nnsnhpz	忼
nnsnzpz	忱
nnszhpn	快
nnszshh	忸
nnsznzs	忬
nnpnzzp	労
nnzhhps	宑
nnzhhpz	完
nnzhspn	宋
nnzhpnn	宊
nnzhpzn	宏
nnzsznh	宐
nnzphhs	牢
nnzphhz	宒
nnzphpn	宎
nnzpnpz	究
nnzpnzp	穷
nnznhpn	宍
nnznppn	灾
nzhhzpn	良
nzhshsh	证
nzhsszh	诂
nzhszhs	诃
nzhphpn	戻
nzhpszh	启
nzhpszs	帍
nzhpzhz	戺
nzhnphs	评
nzspnsn	补
nzspnzp	初
nzsnhsh	社
nzsnpzn	礿
nzsnzhz	祀
nzsnzsz	祂
nzsnzzh	祃
nzszhhh	冝
nzszhhh	诅
nzszhpn	识
nzszszh	诇
nzphshh	诈
nzpphsn	诉
nzpnhhs	罕
nzpnppp	诊
nzpzhzn	诋
nzpzzhh	诌
nznpnzs	邲
nznnszh	吢
nzzhszh	词
nzzsszs	诎
nzzpszh	诏
nzzpszn	诐
nzznhhs	译
nzznszh	诒
zhhpszh	君
zhhnppn	灵
zhhznzs	即
zhphhzn	层
zhphspn	杘
zhphzpz	屁
zhpszpn	尿
zhpszpn	屃
zhpphhz	尾
zhpnnzn	迟
zhpzszh	局
zhzhszh	戼
zhzhzhz	弡
zhzhzss	刡
zhzphpn	改
zhzphpn	攺
zhzphzn	张
zhzpsss	刜
zhzpzpn	弞
zhznznn	忌
zhzzshz	弝
zshhspn	际
zshhszs	陆
zshshsh	阷
zshshzn	阹
zshszhs	阿
zshszpn	陃
zshphsh	壯
zshphpn	孜
zshpzph	妝
zshpzpn	陇
zshnznn	孞
zshzspn	陈
zshzszs	岊
zsshszh	阽
zsshzph	妛
zsszhhh	阻
zsphshh	阼
zsphzsz	陁
zspshsn	附
zspnhsh	坠
zspnnzn	阾
zspzhzn	阺
zsnnzpz	陀
zsnzhpz	阸
zszpszn	陂
zsznhsh	陉
zphhhhs	妦
zphhhps	妌
zphhhps	妍
zphhhpn	妋
zphhhpz	妧
zphhhpz	妩
zphhhzn	妘
zphhszs	姉
zphhszn	妓
zphhpsn	妚
zphhpnz	妪
zphhzhz	姖
zphhzpz	妣
zphsszh	呄
zphspnp	妙
zphszhs	妕
zphszpn	妠
zphphsh	妊
zphphpn	妖
zphpphs	妡
zphpnps	妎
zphpnnz	妗
zphpnzp	妢
zphpnzn	妐
zphpnzn	姂
zphpzsp	姊
zphnhpn	妏
zphnhpz	妔
zphnhzp	妨
zphnpzn	妫
zphnzhp	妒
zphnzpz	妉
zphzhpn	妜
zphzshh	妞
zphzshz	妑
zphznpn	姒
zphznzs	妤
zphznzp	努
zpszhss	刟
zpszhzs	卲
zpszhzs	邵
zpszhzp	劭
zpszssh	盁
zpnnznn	忍
znhshss	刭
znhshzp	劲
znszhhs	甬
znszhss	刣
znszhzs	邰
znphhpn	矣
znpnpzn	夋
znpznzh	鸡
zzhhhzs	纬
zzhhhzn	纭
zzhhpnz	驱
zzhhpzn	纮
zzhhzsz	纯
zzhhzpz	纰
zzhspnp	纱
zzhszhh	驲
zzhszpn	纲
zzhszpn	纳
zzhphsh	纴
zzhpnpn	纵
zzhpnpn	驳
zzhpnpz	纶
zzhpnzp	纷
zzhpzhz	纸
zzhnhpn	纹
zzhnhzp	纺
zzhnnzh	纻
zzhnzhp	驴
zzhzhzs	纼
zzhzshh	纽
zzhznzs	纾
zznnnnz	糺
zzznppn	災
hhhshzzs	邼
hhhshzzp	劻
hhhspnhs	耓
hhhpnhhs	奉
hhshhhhs	玤
hhshhhsh	玨
hhshhhpn	玞
hhshhhpz	玩
hhshhhzs	玮
hhshhpsn	环
hhshhzsp	玡
hhshhzpz	玭
hhshhzzn	珁
hhshshzn	武
hhshszhh	青
hhshszsh	靑
hhshszpn	责
hhshszpz	现
hhshphhs	玝
hhshphpn	玫
hhshpnps	玠
hhshpnnz	玪
hhshpnzp	玢
hhshpnzn	玜
hhshpnzz	玱
hhshpzhh	玥
hhshpzpn	表
hhshpznh	玬
hhshnhsn	玣
hhshnhpn	玟
hhshzhpn	玦
hhshznpz	玧
hhsshhzn	甙
hhsszssh	盂
hhphhszs	郉
hhpsszpn	汬
hhpsnppn	烎
hhpszpnn	刱
hhpnsnnn	忝
hhpnszhh	昋
hhpnszpz	规
hhzshpzz	匦
hshhhhhs	拝
hshhhspn	抹
hshhhspn	抺
hshhhzpn	長
hshhshss	刲
hshhshsn	卦
hshhshzs	邽
hshhshzp	劸
hshhshzn	抾
hshhsshh	坩
hshhsshh	拑
hshhsshz	抴
hshhsnzs	邿
hshhszhs	坷
hshhszhs	抲
hshhszpn	抦
hshhpsnh	坯
hshhpsnh	抷
hshhpszh	坧
hshhpszh	拓
hshhpszs	抪
hshhpzpn	垅
hshhpzpn	拢
hshhpznn	坺
hshhpznn	拔
hshhpzzp	拋
hshhnphs	坪
hshhnphs	抨
hshhzzpn	拣
hshshhsn	拤
hshshszh	坫
hshshszh	拈
hshshzhp	垆
hshsshpz	尭
hshszhhh	坥
hshszhhh	坦
hshszhhh	抯
hshszhhh	担
hshszhhs	坤
hshszhhs	抻
hshszhhs	押
hshszhsh	抽
hshszhpn	坱
hshszhpn	抧
hshszhpn	抰
hshszhpz	拀
hshszhzs	郆
hshszhzp	劼
hshszhzp	拐
hshszshh	抩
hshszszh	坰
hshszszh	垇
hshphhpn	垁
hshphhpn	抶
hshphshh	拃
hshphzsz	拖
hshpshsh	坵
hshpshsh	拞
hshpshsn	坿
hshpshsn	拊
hshpszhh	拍
hshpszhh	者
hshpszpn	顶
hshpphsn	坼
hshpphsn	拆
hshpphsz	乴
hshppznn	坬
hshpnhsh	坴
hshpnphs	垀
hshpnppp	抮
hshpnpzn	夌
hshpnnzn	坽
hshpnnzn	拎
hshpzhhs	拥
hshpzhzn	坻
hshpzhzn	抵
hshpzszh	坸
hshpzszh	拘
hshpznpz	拠
hshpznzp	势
hshpzzhz	垉
hshpzzhz	抱
hshnhhsh	拄
hshnhpzn	拡
hshnhnph	垃
hshnhnph	拉
hshnphhh	拦
hshnphhs	坢
hshnphhs	幸
hshnphhs	拌
hshnnzhs	坾
hshnnzhs	拧
hshnnzpn	坹
hshnnzpz	坨
hshnnzpz	抭
hshnnzpz	拕
hshzhppz	坭
hshzhppz	抳
hshzhzhz	垊
hshzhzhz	抿
hshzhzps	坲
hshzhzps	拂
hshzsszs	拙
hshzpszh	拁
hshzpszh	招
hshzpszn	坡
hshzpszn	披
hshzpznn	拨
hshznhhs	择
hshznhps	弆
hshznhps	拚
hshznszh	坮
hshznszh	抬
hshznnzn	迲
hshznzpn	刼
hshzzhsh	亞
hshzznhn	坶
hshzznhn	拇
hshzznzp	坳
hshzznzp	拗
hsshhhhs	耵
hsshhhss	刵
hsshhhpn	其
hsshhhzs	耶
hsshhhzn	取
hsshhspn	苿
hsshhspn	茉
hsshsshh	苷
hsshsszh	苦
hsshspnh	苯
hsshszhh	昔
hsshszhs	苛
hsshszpn	苪
hsshpsnh	苤
hsshpszh	若
hsshpzpn	茂
hsshpzpn	茏
hsshpznn	茇
hsshnphs	苹
hsshnppn	炗
hsshznzn	迣
hssshhpz	苝
hssshszh	苫
hssszhhh	苜
hssszhhh	苴
hssszhsh	苖
hssszhsh	苗
hssszhpn	英
hssszhzh	苢
hssszshh	苒
hssszszh	苘
hssszpnh	苬
hssphhsh	苼
hssphhpn	苵
hssphshh	苲
hsspshsh	茊
hsspshsh	茌
hsspshsn	苻
hsspsszs	苮
hsspszhh	苩
hssppznn	苽
hsspnspn	苶
hsspnphs	苸
hsspnnzn	苓
hsspzhhs	苚
hsspzhzs	茚
hsspzhzn	茋
hsspzszh	苟
hsspzppn	茐
hsspzpzs	茆
hsspznnn	苳
hsspznzh	茑
hsspznzs	茒
hsspznzz	苑
hsspzzhz	苞
hssnhnph	苙
hssnnhzz	范
hssnnzhs	苧
hssnnzpn	茓
hssnzhsh	茔
hssnznpn	苾
hssnzzhs	茕
hsszhhhh	直
hsszhppz	苨
hsszhzhz	苠
hsszhzsp	苐
hsszhzps	茀
hsszhzzn	苰
hsszsszs	茁
hsszpszh	苕
hsszpszh	茄
hssznhsh	茎
hssznszh	苔
hssznzsp	茅
hsszznhn	苺
hsszznzp	苭
hspnhhsh	枉
hspnhhps	枅
hspnhhpn	枎
hspnhhpz	杬
hspnhhzn	枟
hspnhspn	林
hspnhszs	杮
hspnhszn	枝
hspnhpsn	杯
hspnhpnn	枤
hspnhpnz	枢
hspnhpzp	枥
hspnhpzz	枙
hspnhzhz	柜
hspnhzsp	枒
hspnhzsz	杶
hspnhzpz	枇
hspnhzzh	枑
hspnshsh	杫
hspnspnp	杪
hspnszhh	杳
hspnszhh	枏
hspnszpn	枘
hspnszpz	枧
hspnphhs	杵
hspnphhs	杽
hspnphhz	枆
hspnphps	枡
hspnphpn	枖
hspnphpn	枚
hspnphzn	枨
hspnpspz	杹
hspnpphs	析
hspnppsn	枛
hspnppzn	板
hspnpnhz	枍
hspnpnpn	來
hspnpnpn	枞
hspnpnnz	枔
hspnpnzp	枌
hspnpnzn	松
hspnpnzn	枩
hspnpnzn	柉
hspnpnzz	枪
hspnpzhh	枂
hspnpzhs	枠
hspnpzsp	柹
hspnpzpn	杴
hspnpzpn	枫
hspnpznh	枃
hspnpznh	枬
hspnpzzs	枊
hspnpzzn	杸
hspnpzzn	构
hspnnhpz	杭
hspnnhzp	枋
hspnnnhs	枓
hspnnnnn	杰
hspnnnzn	述
hspnnzhp	枦
hspnnzpz	枕
hspnnznn	杺
hspnzshh	杻
hspnzshz	杷
hspnznzs	杼
hsnphzpn	丧
hszhhhss	刯
hszhhhsz	軋
hszhhspn	東
hszhhsnz	乶
hszhhzpn	或
hszhshzs	画
hszhshzn	叀
hszhszsn	卧
hszhszpn	臥
hszhszzn	臤
hszhnznn	忢
hszhzhhs	事
hszhzhsn	尀
hszspnss	刺
hszspnpn	兩
hszspnnn	枣
hszsnnnn	雨
hszpzhzn	廼
hszpzpzp	協
hsznnhpn	卖
hphshhsh	厓
hphznhsh	厔
hpszhhhs	矸
hpszhhsh	矼
hpszhhpz	矹
hpszhhzs	郁
hpszhphz	矺
hpszhphz	矻
hpszhpzn	矽
hpszhpzn	矾
hpszhpzn	砐
hpszhnhp	矿
hpszhzsh	矷
hpszhzpp	砀
hpszhzzh	码
hpszszhh	靣
hpszpnss	厕
hpphhszs	厒
hpnhhspn	奈
hpnhhzss	刳
hpnhhzzs	郀
hpnhshps	奔
hpnhszhs	奇
hpnhszhz	匼
hpnszhhz	奄
hpnszhsh	奋
hpnpzhzn	奃
hpnpzpzs	奅
hpnnnznn	态
hpnzhzzn	瓯
hpnzpzpn	欧
hpnzpzzn	殴
hpzppnpn	豖
hpzpnhsh	垄
hpznsszp	劽
hpznphpn	殀
hpznpphs	歽
hpznpzpp	歾
hpznpzzn	歿
hpznpzzn	殁
hpzzpnzs	郕
hnphpnss	刾
hnphpnzs	郏
hzhhshpn	疌
hzhhszph	妻
hzhsznzn	轰
hzhpszpn	顷
hzshhhzn	转
hzshhpzz	轭
hzshpphs	斩
hzshpnpz	轮
hzshpzpn	软
hzszszhh	旾
hzpnhzpn	戔
hzpzhspn	枈
hzpzhzpz	兓
hzpzphhz	毞
hzpznnnn	炁
hznhshss	到
hznhshzs	郅
hznpznzh	鸢
hzznhzsz	瓲
hzznphhz	瓱
hzznppzn	瓪
hzznpnzp	瓰
shhhshhh	非
shhspnzn	叔
shshhszn	歧
shshhzhz	歫
shshshpn	歨
shshspnp	歩
shshszhh	肯
shshpnzs	齿
shshpzhh	些
shsshhhs	羋
shszhhhs	卓
shszhhpn	奌
shszhnzn	迠
shszppnh	卥
shnzszhh	肻
shzphzpz	虎
shzphzzp	虏
ssznszhh	肾
ssznszpn	贤
spnszszh	尙
spnpphhz	毟
snpszszh	尚
snpnzhsh	坣
szhhhhhs	盰
szhhhhhs	盱
szhhhhsh	旺
szhhhhpn	具
szhhhhpn	昊
szhhhhzn	昙
szhhhspn	呩
szhhhspn	味
szhhhspn	杲
szhhhspn	果
szhhhszs	昁
szhhhphz	盵
szhhhppn	昃
szhhhnhz	盳
szhhhzhz	昛
szhhhzsz	旽
szhhhzpz	昆
szhhshhs	咑
szhhshnh	国
szhhshzn	呿
szhhsshh	咁
szhhsshz	呭
szhhsspn	哎
szhhsszh	咕
szhhspnh	呠
szhhspzn	畃
szhhsnzn	迧
szhhszhh	冐
szhhszhh	昌
szhhszhh	昍
szhhszhh	門
szhhszhs	呵
szhhszsz	咂
szhhszpp	畅
szhhphhs	旿
szhhphsh	咗
szhhphps	昇
szhhpsnh	呸
szhhpszs	咘
szhhpphs	昕
szhhppzn	昄
szhhpnnz	昑
szhhpnzp	昐
szhhpnzn	昖
szhhpzhh	明
szhhpzpp	昒
szhhpzpp	易
szhhpzpn	咙
szhhpzpn	欥
szhhpznh	昀
szhhpzzs	昂
szhhnhpn	旻
szhhnhpn	旼
szhhnhpn	昗
szhhnhzp	昉
szhhnhzp	昘
szhhnphs	呯
szhhnppn	炅
szhhnppn	炚
szhhnzhp	昈
szhshhsn	咔
szhshhps	畀
szhshhps	畁
szhshshh	囸
szhshszh	呫
szhshpss	甽
szhshpzn	畂
szhshnhs	虰
szhshnhz	甿
szhshnsn	虲
szhshnpz	虮
szhshnzs	虯
szhshnzp	虭
szhshnzn	迪
szhsshpn	典
szhsszhh	固
szhsnznn	忠
szhszhhh	呾
szhszhhh	咀
szhszhhs	呷
szhszhhs	呻
szhszhhz	呺
szhszhhz	黾
szhszhps	丳
szhszhpn	呮
szhszhpn	咉
szhszhpz	呪
szhszhpz	咒
szhszhzs	郘
szhszshh	呥
szhszpzh	呬
szhphhpn	呹
szhphshh	咋
szhphspn	咊
szhpshsn	咐
szhpszsz	咃
szhppznn	呱
szhpnphs	呼
szhpnnzn	呤
szhpzhzn	呧
szhpzszh	呴
szhpznnn	咚
szhpznzh	鸣
szhpzzhz	咆
szhnhzzn	呟
szhnnzhs	咛
szhnnzpz	咜
szhnzhpz	呝
szhnznpn	咇
szhnzzpn	咏
szhzhszh	呞
szhzhppz	呢
szhzhzhz	呡
szhzhzps	咈
szhzsszs	咄
szhzphzn	呶
szhzpszh	咖
szhznszh	咍
szhzznhn	呣
szhzznzp	呦
szhzzzzh	咝
szshhspn	帓
szshsszh	岵
szshszhs	岢
szshphhs	岸
szshpsnh	岯
szshpszh	岩
szshpznn	帗
szshnphs	岼
szshzspn	岽
szsshszh	岾
szsshszh	帖
szsshpnn	罖
szsshpzn	罗
szsspzhh	岿
szsszhhh	岨
szsszhhs	岬
szsszhsh	岫
szsszhsh	峀
szsszhpn	岟
szsszhpn	帜
szsszhpz	岲
szsphhpn	帙
szsphshh	岝
szsphshh	岞
szspshsh	岴
szspszhh	岶
szspszhh	帕
szspnnzn	岭
szspnnzn	岺
szspzhzn	岻
szspzszh	岣
szspzpzs	峁
szspznss	刿
szspznnn	峂
szsnhnph	岦
szsnnzpn	岤
szsnnzpz	岮
szszhhzn	廻
szszhnzn	迥
szszhzhz	岷
szszhzss	剀
szszhzps	岪
szszhzpz	凯
szszpszh	岧
szszpszh	岹
szszpszn	岥
szszpszn	帔
szsznhhs	峄
szsznhps	峅
szszznzp	岰
szphspnh	囷
szpnhshh	囶
szpnszhh	沓
szpnszpn	沝
szpnphpn	败
szpnphzn	账
szpnppzn	贩
szpnpnzn	贬
szpnpzzn	购
szpnnnzh	贮
szpnnznh	囹
szpnznzs	沀
szpznnnh	图
sznphszs	岡
sznphnhz	罔
szzhzhzh	囻
szzszszh	咼
szznszhh	囼
phhhzhsh	钍
phhhzphs	钎
phhhzpss	钏
phhhzppp	钐
phhhzpzn	钑
phhhzpzn	钒
phhhzpzn	钓
phhhznsz	钔
phhhzzph	钕
phhhzzpp	钖
phhhzznn	钗
phhspnzs	邾
phhszsss	制
phhszszs	缷
phhpphhs	幷
phhpnszh	知
phhpnnzn	迭
phhzszhh	氜
phhzszpn	氝
phhzpnzp	氛
phhznznn	忥
phshhnzn	迮
phshhzpn	牫
phshsshh	垂
phshphhs	牪
phshphhz	牦
phshphpn	牧
phshpzsp	牬
phshpzpp	物
phshnhpz	牨
phshnhzp	牥
phsshhpz	乖
phsszhss	刮
phsszhzs	舏
phspnhhs	秆
phspnszh	和
phspnszs	秈
phspnphs	秊
phspnphz	秅
phspnpzn	秇
phspnzsh	季
phspnzsh	秄
phspnzph	委
phnphnhh	竺
phnphnzp	竻
phzhhspn	秉
phzsznzn	迤
pshhshzn	侙
pshhpsss	侀
pshshhsh	佳
pshshhsn	侍
pshshszh	佶
pshshszs	岳
pshshphz	侤
pshshppz	佬
pshsshhh	佴
pshsshpn	供
pshsnzph	姇
pshszhpn	使
pshszshh	侢
pshszssh	価
pshpszhh	佰
pshpszhh	侑
pshpszsh	侟
pshpszss	侕
pshpnhhz	侉
pshpznss	例
pshnphpn	侠
pshzhhpn	臾
pshzhhpz	兒
pshzhzpn	侇
pshzphpz	侥
pshzppzn	版
pshznhsh	侄
pshznhsh	垈
pshznszs	岱
pshznszs	帒
pshzznzs	郔
psshshpz	佌
psshszpn	侦
pssnphpz	侊
psszhszh	侗
psszhszh	侣
psszhpsz	侃
psszszhh	佪
psszpnss	侧
psphhspn	侏
psphshpz	侁
psphshpz	凭
psphshzn	侹
psphsszh	佸
psphpnps	侨
pspszssh	侐
psppznhn	侜
pspnhhsh	佺
pspnhhzn	侩
pspnhszh	佮
pspnhzpn	佻
pspnszhh	佾
pspzhszs	佩
pspzhpzz	佹
pspzszhh	侚
pspzszpn	货
pspznhzs	佭
pspznszh	佫
pspznszh	佲
pspznppp	俢
pspznpzn	侈
psnhhhsh	隹
psnhpphz	侂
psnhpnps	侪
psnhpnpn	佼
psnhpzpn	佽
psnhpzpn	依
psnhzppn	侅
psnhzzph	侫
psnphhhs	佯
psnphhps	併
psnphspn	侎
psnnzphz	侘
psnnzzph	侒
psnzpzpn	侬
pszhhhhs	侓
pszhhhzs	郋
pszhhszs	帛
pszhhphs	卑
pszhhpzn	的
pszhhnzn	迫
pszhhzpn	佷
pszhpnnn	侭
pszhzhhs	阜
pszsshzs	卹
pszphszh	侞
psznphhs	侔
pphsszpn	质
pphspphs	斦
pphspzpn	欣
pphszhzs	郈
pphszhzp	劶
ppshshsh	征
ppsszhhh	徂
ppsphhsh	徃
ppspnnzn	彾
ppspzhzn	彽
ppsnhhsh	往
ppsnzshz	爬
ppszhzps	彿
ppszpszn	彼
ppsznhsh	径
ppzhpphs	所
ppznhnzs	郍
ppznhnzp	舠
ppznnpzn	瓝
pnhhshsh	佱
pnhhsszh	舍
pnhhsnph	金
pnhhsnph	釒
pnhhznss	刽
pnhhznzs	郐
pnhshszh	舎
pnhspnss	刹
pnhszhss	侖
pnhszhzs	命
pnhszhzs	郃
pnhpszhh	肴
pnhpznzs	郄
pnszpnpn	肏
pnpnpphs	斧
pnpnnznn	怂
pnpnzshz	爸
pnpzhhsh	尩
pnnphspn	籴
pnnphspn	采
pnnpszpz	觅
pnnpnzzn	受
pnnpzhhs	爭
pnnpzshz	乳
pnnzhhzn	侌
pnnzhhzn	飠
pnnzszpn	贪
pnnzpzpn	欦
pnnznznn	念
pnzphzzn	瓫
pnzpszpn	贫
pnzpphpn	攽
pnzpnppn	炃
pnzpnznn	忿
pnznhspn	枀
pnznhzzn	瓮
pnznnznn	忩
pnzzhzpn	戗
pzhhhhhs	肨
pzhhhhps	肼
pzhhhhpn	肤
pzhhhhpz	朊
pzhhhszs	肺
pzhhhszn	肢
pzhhhpsn	肧
pzhhhpnn	肰
pzhhhpnn	肽
pzhhhpzn	肬
pzhhhpzn	肱
pzhhhzsz	肫
pzhhhzpz	肶
pzhhszhs	肿
pzhhszpn	肭
pzhhphzn	胀
pzhhpphs	肵
pzhhpnhs	肸
pzhhpnhz	肹
pzhhpnnz	肣
pzhhpnzp	朌
pzhhpzhh	朋
pzhhpzsp	胏
pzhhpzpp	肳
pzhhpzpn	肷
pzhhpzzn	股
pzhhnhpz	肮
pzhhnhzp	肪
pzhhzshz	肥
pzhhzszn	服
pzhhzpnn	胁
pzhshszh	周
pzhspnss	剁
pzhpszhh	凮
pzhzszhh	昏
pzspnnzn	迩
pzszhhzs	郇
pzszhshh	鱼
pzszhpzn	兔
pzphhspn	狋
pzphhszs	匋
pzphsszh	狜
